"Cluster"	"Ensembl.Code"	"MGI.Symbol"	"Type.Restricted"	"Mean.Outside.Cluster"	"Mean.Inside.Cluster"	"Factor.Difference"	"P.Value"	"Adjusted.P.Value"	"Chromosome"	"Annotation"
"4"	"ENSMUSG00000031765"	"Mt1"	"TRE+NRE"	0.600163966815953	0.243003061306337	0.404894453420022	4.8372163328328e-19	9.95391627600705e-17	"8"	"metallothionein 1 [Source:MGI Symbol;Acc:MGI:97171]"
"4"	"ENSMUSG00000017344"	"Vtn"	"TRE"	0.343414585416264	0.696121518024782	2.02705868529431	1.08000485670233e-18	2.16234485904077e-16	"11"	"vitronectin [Source:MGI Symbol;Acc:MGI:98940]"
"4"	"ENSMUSG00000055172"	"C1ra"	"TRE+NRE"	0.491924301940266	0.900576139784538	1.83072097928981	1.47100891132376e-18	2.86769316186485e-16	"6"	"complement component 1, r subcomponent A [Source:MGI Symbol;Acc:MGI:1355313]"
"4"	"ENSMUSG00000022425"	"Enpp2"	"TRE+NRE"	1.58772640767486	2.61894533757608	1.64949409729312	3.66421760077895e-18	6.96013435553089e-16	"15"	"ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1321390]"
"4"	"ENSMUSG00000007097"	"Atp1a2"	"TRE+NRE"	0.267604524919667	0.576377749609289	2.15384156819588	5.32927534119522e-18	9.629090665262e-16	"1"	"ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]"
"4"	"ENSMUSG00000035385"	"Ccl2"	"TRE"	2.41288008955683	1.36881272914287	0.567294137436508	7.87565038708023e-18	1.38911471589263e-15	"11"	"chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]"
"4"	"ENSMUSG00000055546"	"Timd4"	"TRE"	0.179328835514989	0.422406591715343	2.35548616875971	2.62247642984725e-16	4.13346923240605e-14	"11"	"T cell immunoglobulin and mucin domain containing 4 [Source:MGI Symbol;Acc:MGI:2445125]"
"4"	"ENSMUSG00000025746"	"Il6"	"TRE"	0.462715205573602	0.182397175887656	0.394188852431483	1.73254792686417e-15	2.56694300844196e-13	"5"	"interleukin 6 [Source:MGI Symbol;Acc:MGI:96559]"
"4"	"ENSMUSG00000029675"	"Eln"	"TRE"	0.448387976346352	0.798251057669992	1.78026865076639	3.00660936147345e-15	4.36724748035203e-13	"5"	"elastin [Source:MGI Symbol;Acc:MGI:95317]"
"4"	"ENSMUSG00000023951"	"Vegfa"	"TRE+NRE"	0.392785994101861	0.721981332274347	1.83810355541118	3.43743908076947e-15	4.89702859814235e-13	"17"	"vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]"
"4"	"ENSMUSG00000055053"	"Nfic"	"TRE+NRE"	0.34788876518928	0.643331723412258	1.84924547092584	6.9154128675515e-14	8.53822975380359e-12	"10"	"nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]"
"4"	"ENSMUSG00000022836"	"Mylk"	"TRE+NRE"	0.533928383353669	0.882363159856808	1.65258710225251	2.17433303397081e-13	2.64056706814028e-11	"16"	"myosin, light polypeptide kinase [Source:MGI Symbol;Acc:MGI:894806]"
"4"	"ENSMUSG00000052534"	"Pbx1"	"TRE+NRE"	0.400990508917022	0.707068597232139	1.76330506959319	2.78600275135015e-13	3.27598545746062e-11	"1"	"pre B cell leukemia homeobox 1 [Source:MGI Symbol;Acc:MGI:97495]"
"4"	"ENSMUSG00000029661"	"Col1a2"	"TRE+NRE"	4.63210718240392	6.73545707904417	1.45408057581877	4.57095098642989e-13	5.05397088171233e-11	"6"	"collagen, type I, alpha 2 [Source:MGI Symbol;Acc:MGI:88468]"
"4"	"ENSMUSG00000023078"	"Cxcl13"	"TRE"	0.963893491675892	1.51214338962069	1.56878680339627	5.20253928743051e-13	5.66770750607135e-11	"5"	"chemokine (C-X-C motif) ligand 13 [Source:MGI Symbol;Acc:MGI:1888499]"
"4"	"ENSMUSG00000058427"	"Cxcl2"	"TRE"	0.426504768620785	0.184141358861489	0.431745134894877	1.21228305940688e-12	1.24730457001196e-10	"5"	"chemokine (C-X-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:1340094]"
"4"	"ENSMUSG00000047747"	"Rnf150"	"TRE"	0.17584697079018	0.380190769194803	2.16205469725404	1.66862204758465e-12	1.64815361713427e-10	"8"	"ring finger protein 150 [Source:MGI Symbol;Acc:MGI:2443860]"
"4"	"ENSMUSG00000027737"	"Slc7a11"	"TRE"	0.138819485015963	0.321503583062462	2.31598311307301	2.13974340793939e-12	2.08568673237039e-10	"3"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 [Source:MGI Symbol;Acc:MGI:1347355]"
"4"	"ENSMUSG00000022371"	"Col14a1"	"TRE+NRE"	0.252284829580967	0.491060240010064	1.94645171818572	2.37252072427169e-12	2.25417698483899e-10	"15"	"collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]"
"4"	"ENSMUSG00000027800"	"Tm4sf1"	"TRE+NRE"	0.307923510489611	0.11255206641609	0.365519561131035	4.61610894108545e-12	4.27451687944513e-10	"3"	"transmembrane 4 superfamily member 1 [Source:MGI Symbol;Acc:MGI:104678]"
"4"	"ENSMUSG00000015143"	"Actn1"	"TRE+NRE"	0.293400937650666	0.540964894052891	1.84377356931621	6.10402421736507e-12	5.58254461756055e-10	"12"	"actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]"
"4"	"ENSMUSG00000027962"	"Vcam1"	"TRE+NRE"	0.686393214497624	1.07101108498421	1.56034625978652	1.20236508859533e-11	1.08623421662368e-09	"3"	"vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926]"
"4"	"ENSMUSG00000026872"	"Zeb2"	"TRE+NRE"	0.510863026480358	0.821291089223831	1.60765419819516	1.54490982888381e-11	1.37887855570738e-09	"2"	"zinc finger E-box binding homeobox 2 [Source:MGI Symbol;Acc:MGI:1344407]"
"4"	"ENSMUSG00000028565"	"Nfia"	"TRE+NRE"	0.718272989617535	1.11187913369049	1.54798962199949	2.02530714184527e-11	1.7445901519523e-09	"4"	"nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]"
"4"	"ENSMUSG00000000184"	"Ccnd2"	"TRE+NRE"	0.492656550529606	0.796977805449885	1.6177148250503	2.08555245165729e-11	1.77583592665255e-09	"6"	"cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]"
"4"	"ENSMUSG00000030787"	"Lyve1"	"TRE"	0.293781095117661	0.108221618471056	0.368375025723535	2.38522083619093e-11	1.98667893024945e-09	"7"	"lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348]"
"4"	"ENSMUSG00000034855"	"Cxcl10"	"TRE"	0.635797371297027	0.347318643929261	0.546272538404384	2.39981197158793e-11	1.98667893024945e-09	"5"	"chemokine (C-X-C motif) ligand 10 [Source:MGI Symbol;Acc:MGI:1352450]"
"4"	"ENSMUSG00000020717"	"Pecam1"	"TRE"	0.317681890265864	0.126012495006153	0.396662506952143	2.41362181050824e-11	1.98667893024945e-09	"11"	"platelet/endothelial cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97537]"
"4"	"ENSMUSG00000022491"	"Glycam1"	"TRE"	0.335235239094133	0.135687297954703	0.404752490583492	4.01874211587591e-11	3.23596104287051e-09	"15"	"glycosylation dependent cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:95759]"
"4"	"ENSMUSG00000041559"	"Fmod"	"TRE+NRE"	0.156471773173796	0.332648890739288	2.12593545782733	9.23513979579366e-11	7.20146480076204e-09	"1"	"fibromodulin [Source:MGI Symbol;Acc:MGI:1328364]"
"4"	"ENSMUSG00000033717"	"Adra2a"	"TRE"	0.220893801034703	0.418948683587033	1.89660679305897	2.25461727003639e-10	1.73981299337808e-08	"19"	"adrenergic receptor, alpha 2a [Source:MGI Symbol;Acc:MGI:87934]"
"4"	"ENSMUSG00000029082"	"Bst1"	"TRE"	0.157414715947147	0.331158355033123	2.10373187183028	2.52686606207708e-10	1.92979626679041e-08	"5"	"bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370]"
"4"	"ENSMUSG00000035783"	"Acta2"	"TRE+NRE"	0.483418710181416	0.76728504755726	1.58720593844892	2.8019125521427e-10	2.09662304911849e-08	"19"	"actin, alpha 2, smooth muscle, aorta [Source:MGI Symbol;Acc:MGI:87909]"
"4"	"ENSMUSG00000042284"	"Itga1"	"TRE+NRE"	0.423704444883326	0.69216909258305	1.63361300770316	3.11411183122664e-10	2.30693404457269e-08	"13"	"integrin alpha 1 [Source:MGI Symbol;Acc:MGI:96599]"
"4"	"ENSMUSG00000052613"	"Pcdh15"	"TRE"	0.183740918347667	0.362488594776303	1.97282455119995	5.37540108783025e-10	3.90401679006338e-08	"10"	"protocadherin 15 [Source:MGI Symbol;Acc:MGI:1891428]"
"4"	"ENSMUSG00000058056"	"Palld"	"TRE+NRE"	0.228873916172231	0.423876761297948	1.85200991177594	9.66537383421127e-10	6.88472013113818e-08	"8"	"palladin, cytoskeletal associated protein [Source:MGI Symbol;Acc:MGI:1919583]"
"4"	"ENSMUSG00000031673"	"Cdh11"	"TRE+NRE"	0.294900822811683	0.512379281528117	1.73746304483969	1.10382384018291e-09	7.7877400076905e-08	"8"	"cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]"
"4"	"ENSMUSG00000020422"	"Tns3"	"TRE+NRE"	0.247010630192977	0.446477602045055	1.8075238369144	1.35081612723402e-09	9.44042063259396e-08	"11"	"tensin 3 [Source:MGI Symbol;Acc:MGI:2443012]"
"4"	"ENSMUSG00000024501"	"Dpysl3"	"TRE+NRE"	0.392006428856065	0.638516824587915	1.62884273722552	2.09636495834304e-09	1.43795107513012e-07	"18"	"dihydropyrimidinase-like 3 [Source:MGI Symbol;Acc:MGI:1349762]"
"4"	"ENSMUSG00000029648"	"Flt1"	"TRE+NRE"	0.280590010980912	0.114877661656786	0.409414651844471	3.98012408930103e-09	2.68043265941291e-07	"5"	"FMS-like tyrosine kinase 1 [Source:MGI Symbol;Acc:MGI:95558]"
"4"	"ENSMUSG00000014329"	"Bicc1"	"TRE+NRE"	0.262406640131786	0.459299237654357	1.75033389941538	5.40573508995055e-09	3.60771941859042e-07	"10"	"BicC family RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1933388]"
"4"	"ENSMUSG00000027500"	"Stmn2"	"TRE"	0.122106529475804	0.262799048729786	2.15221126878281	6.70399076614972e-09	4.3949702297024e-07	"3"	"stathmin-like 2 [Source:MGI Symbol;Acc:MGI:98241]"
"4"	"ENSMUSG00000029231"	"Pdgfra"	"TRE+NRE"	0.298829442320543	0.506090154413074	1.69357527318279	6.82354848524062e-09	4.39648361754002e-07	"5"	"platelet derived growth factor receptor, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97530]"
"4"	"ENSMUSG00000030737"	"Slco2b1"	"TRE"	0.285069998314378	0.481572214684224	1.68931216028262	1.09686889603361e-08	6.88610574730253e-07	"7"	"solute carrier organic anion transporter family, member 2b1 [Source:MGI Symbol;Acc:MGI:1351872]"
"4"	"ENSMUSG00000072941"	"Sod3"	"TRE+NRE"	0.225745787950291	0.400338910616626	1.77340589275925	3.6635221051428e-08	2.17114974039183e-06	"5"	"superoxide dismutase 3, extracellular [Source:MGI Symbol;Acc:MGI:103181]"
"4"	"ENSMUSG00000027220"	"Syt13"	"TRE"	0.160959187587242	0.307544841220727	1.91070075483596	5.70417353015371e-08	3.32728484341565e-06	"2"	"synaptotagmin XIII [Source:MGI Symbol;Acc:MGI:1933945]"
"4"	"ENSMUSG00000024299"	"Adamts10"	"TRE"	0.158444852329872	0.299588196937982	1.8908042295641	9.85330117658526e-08	5.6583918694685e-06	"17"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10 [Source:MGI Symbol;Acc:MGI:2449112]"
"4"	"ENSMUSG00000032000"	"Birc3"	"TRE+NRE"	0.325551286843935	0.515800532519368	1.58439101107481	2.39947975260902e-07	1.31669229683908e-05	"9"	"baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007]"
"4"	"ENSMUSG00000067586"	"S1pr3"	"TRE+NRE"	0.338824991006899	0.530014802538438	1.56427305129817	2.44080260650413e-07	1.32951953742519e-05	"13"	"sphingosine-1-phosphate receptor 3 [Source:MGI Symbol;Acc:MGI:1339365]"
"4"	"ENSMUSG00000050370"	"Ch25h"	"TRE"	0.167302046149319	0.306315702566412	1.83091426325427	2.9845819457951e-07	1.59063187442087e-05	"19"	"cholesterol 25-hydroxylase [Source:MGI Symbol;Acc:MGI:1333869]"
"4"	"ENSMUSG00000006403"	"Adamts4"	"TRE"	0.271675182633857	0.129494919991724	0.476653475434477	3.82317188375754e-07	1.99451107851238e-05	"1"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4 [Source:MGI Symbol;Acc:MGI:1339949]"
"4"	"ENSMUSG00000028214"	"Gem"	"TRE"	0.658919919787057	0.924912864766066	1.40368023031535	5.12655256116956e-07	2.60119872418795e-05	"4"	"GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844]"
"4"	"ENSMUSG00000022894"	"Adamts5"	"TRE+NRE"	0.20529800677597	0.352679260513162	1.71788935534099	5.21982767797274e-07	2.63050907744368e-05	"16"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2) [Source:MGI Symbol;Acc:MGI:1346321]"
"4"	"ENSMUSG00000055653"	"Gpc3"	"TRE"	0.285820643303837	0.142987374264311	0.500269583790387	5.81947542192906e-07	2.91288337335476e-05	"X"	"glypican 3 [Source:MGI Symbol;Acc:MGI:104903]"
"4"	"ENSMUSG00000031342"	"Gpm6b"	"TRE+NRE"	0.218675425722955	0.367871865432992	1.68227346176089	6.19171106307634e-07	3.0784023862597e-05	"X"	"glycoprotein m6b [Source:MGI Symbol;Acc:MGI:107672]"
"4"	"ENSMUSG00000029371"	"Cxcl5"	"TRE"	0.238335066307534	0.112423878148533	0.471705149772075	8.60008957470169e-07	4.16401722675753e-05	"5"	"chemokine (C-X-C motif) ligand 5 [Source:MGI Symbol;Acc:MGI:1096868]"
"4"	"ENSMUSG00000054555"	"Adam12"	"TRE"	0.256063338220872	0.417223395435181	1.62937575653762	9.43919724431658e-07	4.51132730231595e-05	"7"	"a disintegrin and metallopeptidase domain 12 (meltrin alpha) [Source:MGI Symbol;Acc:MGI:105378]"
"4"	"ENSMUSG00000030560"	"Ctsc"	"TRE+NRE"	0.264634924828809	0.427123507076453	1.61401034785094	1.05669738355457e-06	5.01795783164887e-05	"7"	"cathepsin C [Source:MGI Symbol;Acc:MGI:109553]"
"4"	"ENSMUSG00000022246"	"Rai14"	"TRE+NRE"	0.166485006344041	0.296080697067406	1.77842259533904	1.16309275053155e-06	5.48801980632975e-05	"15"	"retinoic acid induced 14 [Source:MGI Symbol;Acc:MGI:1922896]"
"4"	"ENSMUSG00000019539"	"Rcn3"	"TRE"	0.334610528038144	0.511793630275291	1.52952040474037	1.57263470912732e-06	7.19140612667606e-05	"7"	"reticulocalbin 3, EF-hand calcium binding domain [Source:MGI Symbol;Acc:MGI:1277122]"
"4"	"ENSMUSG00000023885"	"Thbs2"	"TRE"	0.322414730677837	0.495260969282332	1.53609907413693	1.67090702116165e-06	7.59391362746351e-05	"17"	"thrombospondin 2 [Source:MGI Symbol;Acc:MGI:98738]"
"4"	"ENSMUSG00000040612"	"Ildr2"	"TRE"	0.184116541738335	0.315066176649339	1.71123231880549	2.63004460920653e-06	0.000117369701596397	"1"	"immunoglobulin-like domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1196370]"
"4"	"ENSMUSG00000041308"	"Sntb2"	"TRE+NRE"	0.331510374812492	0.502519173502711	1.51584750186761	2.94408477348262e-06	0.000130597485041672	"8"	"syntrophin, basic 2 [Source:MGI Symbol;Acc:MGI:101771]"
"4"	"ENSMUSG00000033306"	"Lpp"	"TRE+NRE"	0.42220636635221	0.614541371980117	1.4555473838295	3.45321430976696e-06	0.000151369299448247	"16"	"LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]"
"4"	"ENSMUSG00000022449"	"Adamts20"	"TRE"	0.164573129492573	0.286467478863416	1.74066981497331	3.98963869306836e-06	0.000173854373166179	"15"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 [Source:MGI Symbol;Acc:MGI:2660628]"
"4"	"ENSMUSG00000026921"	"Egfl7"	"TRE+NRE"	0.217769905501073	0.106357595615382	0.488394369142333	5.25946596837007e-06	0.000225214588980841	"2"	"EGF-like domain 7 [Source:MGI Symbol;Acc:MGI:2449923]"
"4"	"ENSMUSG00000026014"	"Raph1"	"TRE"	0.326824012916664	0.489577790150071	1.49798598267291	6.55915193152218e-06	0.000276080667663161	"1"	"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924550]"
"4"	"ENSMUSG00000041577"	"Prelp"	"TRE+NRE"	0.200735559439755	0.331570467419152	1.65177743467352	6.64395699619291e-06	0.000278070245354786	"1"	"proline arginine-rich end leucine-rich repeat [Source:MGI Symbol;Acc:MGI:2151110]"
"4"	"ENSMUSG00000053475"	"Tnfaip6"	"TRE"	0.557447949533428	0.370689942309277	0.664976779660839	6.69038243202421e-06	0.000278440185710311	"2"	"tumor necrosis factor alpha induced protein 6 [Source:MGI Symbol;Acc:MGI:1195266]"
"4"	"ENSMUSG00000038156"	"Spon1"	"TRE+NRE"	0.245507612497	0.383608551434007	1.56251184039637	9.41365957427505e-06	0.000381073170088686	"7"	"spondin 1, (f-spondin) extracellular matrix protein [Source:MGI Symbol;Acc:MGI:2385287]"
"4"	"ENSMUSG00000028487"	"Bnc2"	"TRE+NRE"	0.145605688166891	0.252917615458758	1.73700367508217	1.70753814857452e-05	0.000655411533919173	"4"	"basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]"
"4"	"ENSMUSG00000041515"	"Irf8"	"TRE+NRE"	0.308032166629796	0.458534094341828	1.48859159534761	1.87652547354115e-05	0.00071656189216458	"8"	"interferon regulatory factor 8 [Source:MGI Symbol;Acc:MGI:96395]"
"4"	"ENSMUSG00000047867"	"Gimap6"	"TRE+NRE"	0.214228283899438	0.106517356534792	0.497214254793697	2.01968600483795e-05	0.000764210254482358	"6"	"GTPase, IMAP family member 6 [Source:MGI Symbol;Acc:MGI:1918876]"
"4"	"ENSMUSG00000040329"	"Il7"	"TRE"	0.227392080002485	0.358104884202255	1.57483446300479	2.20889554227019e-05	0.000830634425235409	"3"	"interleukin 7 [Source:MGI Symbol;Acc:MGI:96561]"
"4"	"ENSMUSG00000016918"	"Sulf1"	"TRE"	0.210618560251432	0.336735363787892	1.59879244918352	2.47725066700003e-05	0.000908488845647658	"1"	"sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]"
"4"	"ENSMUSG00000022505"	"Emp2"	"TRE+NRE"	0.170008914386435	0.282507373013784	1.66172093994811	2.82596224842396e-05	0.00103126740573028	"16"	"epithelial membrane protein 2 [Source:MGI Symbol;Acc:MGI:1098726]"
"4"	"ENSMUSG00000028926"	"Cdk14"	"TRE+NRE"	0.225739827420447	0.353078794397906	1.56409614746576	3.56462085257757e-05	0.00126347900841601	"5"	"cyclin-dependent kinase 14 [Source:MGI Symbol;Acc:MGI:894318]"
"4"	"ENSMUSG00000024140"	"Epas1"	"TRE+NRE"	0.703042758551111	0.928305580023453	1.3204112676398	3.67796214956221e-05	0.0012912959054008	"17"	"endothelial PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109169]"
"4"	"ENSMUSG00000060924"	"Csmd1"	"TRE"	0.200994182971032	0.321847842908414	1.60127939102994	3.81140357590351e-05	0.00132558111222034	"8"	"CUB and Sushi multiple domains 1 [Source:MGI Symbol;Acc:MGI:2137383]"
"4"	"ENSMUSG00000034463"	"Scara3"	"TRE"	0.201383284205548	0.319861172040487	1.58832036781172	3.90141910727239e-05	0.00133660673365785	"14"	"scavenger receptor class A, member 3 [Source:MGI Symbol;Acc:MGI:2444418]"
"4"	"ENSMUSG00000026586"	"Prrx1"	"TRE+NRE"	0.390191169876269	0.552304534692119	1.41547163885655	4.31997553729859e-05	0.00146129583471726	"1"	"paired related homeobox 1 [Source:MGI Symbol;Acc:MGI:97712]"
"4"	"ENSMUSG00000005583"	"Mef2c"	"TRE+NRE"	0.229907582779031	0.123794090199569	0.538451532146944	5.27242574398969e-05	0.0017673361950894	"13"	"myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]"
"4"	"ENSMUSG00000031871"	"Cdh5"	"TRE"	0.207094540564362	0.108420013181529	0.5235290746249	6.38036433736015e-05	0.00211953986597148	"8"	"cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]"
"4"	"ENSMUSG00000032548"	"Slco2a1"	"TRE+NRE"	0.215970686682774	0.335738644343744	1.55455654422625	6.80982090154995e-05	0.0022521050552983	"9"	"solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]"
"4"	"ENSMUSG00000057722"	"Lepr"	"TRE+NRE"	0.282904542811503	0.418826401235114	1.48045131079487	6.96993929630979e-05	0.00229481379142502	"4"	"leptin receptor [Source:MGI Symbol;Acc:MGI:104993]"
"4"	"ENSMUSG00000038530"	"Rgs4"	"TRE"	0.213585626578474	0.113123486924602	0.529639979697035	8.35705888934221e-05	0.00270345381014179	"1"	"regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]"
"4"	"ENSMUSG00000020154"	"Ptprb"	"TRE+NRE"	0.206832718363109	0.111369122480833	0.538450218912256	0.000112551763663541	0.00359389424663583	"10"	"protein tyrosine phosphatase, receptor type, B [Source:MGI Symbol;Acc:MGI:97809]"
"4"	"ENSMUSG00000028072"	"Ntrk1"	"TRE"	0.139810804686418	0.233504051248858	1.67014310355044	0.000115114603233954	0.00363509459317654	"3"	"neurotrophic tyrosine kinase, receptor, type 1 [Source:MGI Symbol;Acc:MGI:97383]"
"4"	"ENSMUSG00000030551"	"Nr2f2"	"TRE+NRE"	0.761525438176662	0.979850794100184	1.28669476419102	0.00013314271569889	0.00414420688192175	"7"	"nuclear receptor subfamily 2, group F, member 2 [Source:MGI Symbol;Acc:MGI:1352452]"
"4"	"ENSMUSG00000020303"	"Stc2"	"TRE"	0.115525484530546	0.197594076187024	1.71039383206204	0.000142825850397029	0.00442700376460749	"11"	"stanniocalcin 2 [Source:MGI Symbol;Acc:MGI:1316731]"
"4"	"ENSMUSG00000019817"	"Plagl1"	"TRE+NRE"	0.221395120942386	0.123145259066118	0.556223906570027	0.000150159102770782	0.00461567897645624	"10"	"pleiomorphic adenoma gene-like 1 [Source:MGI Symbol;Acc:MGI:1100874]"
"4"	"ENSMUSG00000003617"	"Cp"	"TRE+NRE"	0.529853851029503	0.69767145022093	1.3167243172157	0.000168998805562429	0.00515202943047933	"3"	"ceruloplasmin [Source:MGI Symbol;Acc:MGI:88476]"
"4"	"ENSMUSG00000026158"	"Ogfrl1"	"TRE+NRE"	0.210040631867904	0.320658164109098	1.52664825494699	0.000193386961097612	0.00579679547583384	"1"	"opioid growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:1917405]"
"4"	"ENSMUSG00000019947"	"Arid5b"	"TRE+NRE"	0.34168632349871	0.476482257170716	1.39450198735424	0.000193859190225083	0.00579679547583384	"10"	"AT rich interactive domain 5B (MRF1-like) [Source:MGI Symbol;Acc:MGI:2175912]"
"4"	"ENSMUSG00000008193"	"Spib"	"TRE"	0.182452609267054	0.284505620072049	1.55933982646212	0.000196511338237811	0.00584640961311528	"7"	"Spi-B transcription factor (Spi-1/PU.1 related) [Source:MGI Symbol;Acc:MGI:892986]"
"4"	"ENSMUSG00000042485"	"Mustn1"	"TRE"	0.183068071159316	0.285735521816193	1.56081571191915	0.000202737102828088	0.00598985874381506	"14"	"musculoskeletal, embryonic nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1913425]"
"4"	"ENSMUSG00000031497"	"Tnfsf13b"	"TRE"	0.146132237718728	0.235624607478057	1.61240675675946	0.000216572823336221	0.00629165284421461	"8"	"tumor necrosis factor (ligand) superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1344376]"
"4"	"ENSMUSG00000033191"	"Tie1"	"TRE"	0.196686302966125	0.107195954277782	0.545009757472762	0.000233701077908637	0.00676272494198118	"4"	"tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:MGI Symbol;Acc:MGI:99906]"
"4"	"ENSMUSG00000033066"	"Gas7"	"TRE"	0.174920075279589	0.273304009407299	1.56245078771236	0.000254208625445265	0.00727095558802517	"11"	"growth arrest specific 7 [Source:MGI Symbol;Acc:MGI:1202388]"
"4"	"ENSMUSG00000038415"	"Foxq1"	"TRE"	0.116343684252392	0.197153763238117	1.69458071149284	0.000290620490038974	0.00815498708412393	"13"	"forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228]"
"4"	"ENSMUSG00000017309"	"Cd300lg"	"TRE"	0.203374677785214	0.113898146410137	0.560040943398202	0.000298645258730021	0.00834854368555469	"11"	"CD300 molecule like family member G [Source:MGI Symbol;Acc:MGI:1289168]"
"4"	"ENSMUSG00000039202"	"Abhd2"	"TRE+NRE"	0.255471840160593	0.371999381544616	1.45612675475611	0.000303965975947852	0.00843363277086773	"7"	"abhydrolase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914344]"
"4"	"ENSMUSG00000026179"	"Pnkd"	"TRE+NRE"	0.194555256955561	0.29318867093	1.50696863974726	0.000391699882568091	0.0105134519205232	"1"	"paroxysmal nonkinesiogenic dyskinesia [Source:MGI Symbol;Acc:MGI:1930773]"
"4"	"ENSMUSG00000038473"	"Nos1ap"	"TRE"	0.142926496397554	0.228159630644463	1.59634243051638	0.000447768353509652	0.011974974594944	"1"	"nitric oxide synthase 1 (neuronal) adaptor protein [Source:MGI Symbol;Acc:MGI:1917979]"
"4"	"ENSMUSG00000035273"	"Hpse"	"TRE"	0.150051532536812	0.236709900855418	1.57752404692932	0.00045091685372591	0.0120157987496458	"5"	"heparanase [Source:MGI Symbol;Acc:MGI:1343124]"
"4"	"ENSMUSG00000053477"	"Tcf4"	"TRE+NRE"	0.515607596952722	0.372717477552082	0.722870414933505	0.000466679521725004	0.0123091552199777	"18"	"transcription factor 4 [Source:MGI Symbol;Acc:MGI:98506]"
"4"	"ENSMUSG00000024737"	"Slc15a3"	"TRE"	0.160208014566486	0.252157519740715	1.5739382353813	0.000525513213001598	0.0137561903954623	"19"	"solute carrier family 15, member 3 [Source:MGI Symbol;Acc:MGI:1929691]"
"4"	"ENSMUSG00000055435"	"Maf"	"TRE+NRE"	0.26350966158001	0.164871490906208	0.625675316486063	0.0005426888171404	0.014155770272451	"8"	"avian musculoaponeurotic fibrosarcoma oncogene homolog [Source:MGI Symbol;Acc:MGI:96909]"
"4"	"ENSMUSG00000026073"	"Il1r2"	"TRE"	0.136769025963057	0.217076787121755	1.58717798560903	0.000585971280794802	0.014968535338372	"1"	"interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]"
"4"	"ENSMUSG00000040249"	"Lrp1"	"TRE+NRE"	0.277045014722502	0.389104893167416	1.40448256597274	0.000630364232885181	0.0159922542370323	"10"	"low density lipoprotein receptor-related protein 1 [Source:MGI Symbol;Acc:MGI:96828]"
"4"	"ENSMUSG00000035530"	"Eif1"	"TRE+NRE"	0.85454641539424	0.670264655091627	0.784351374035552	0.000689073219842082	0.0172454540965883	"11"	"eukaryotic translation initiation factor 1 [Source:MGI Symbol;Acc:MGI:105125]"
